[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-11 08:57:26 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 08:57:26 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 08:57:26 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 08:57:26 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:07:49 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:08:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:08:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:08:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:08:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:08:34 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:08:34 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:09:51 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:13:40 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:15:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:16:20 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:17:34 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:11 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:18:38 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:19:02 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:24:07 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:24:07 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-11 12:24:07 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live/ has been purged, triggered by action: save_post 
[2024-12-11 12:24:07 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
